# Target loading - inner_top : b2mn     B2.5 bjb99/7 SOLPS-ITER  2023-11-10  05:30 cydza170
# x	 : coordinate along target [m]. <0 in PFR
# ne	 : electron density [1/m^3]
# Te	 : electron temperature [eV]
# Ti	 : ion temperature [eV]
# Wtot	 : total power flux [W/m^2]
# Wpart	 : power flux with particles [W/m^2]
# Wrad	 : power flux with radiation [W/m^2]
# Wpls	 : power flux with charged particles [W/m^2]
# Wneut	 : power flux with neutral particles [W/m^2]
# Wheat	 : power flux due to particles impinging on wall [W/m^2]
# Wpot	 : power flux due to recombination [W/m^2]
# Whtpl	 : power flux due to plasma particles impinging on wall [W/m^2]
# Wptpl	 : power flux due to plasma recombination [W/m^2]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
# Rclfc	 : radial coordinate on target [m]
# Zclfc	 : vertical coordinate on target [m]
# Wpar_xpt	 : parallel power flux around x-point [W/m^2]
# WWpar	 : would-be parallel power flux without dissipation in divertor [W/m^2]
# WWtrg	 : would-be target power flux without dissipation in divertor [W/m^2]
# Lcnnt	 : connection length from midplane to target [m]
# Lcnnx	 : connection length from x-point to target [m]
#           x            ne            Te            Ti          Wtot         Wpart          Wrad          Wpls         Wneut         Wheat          Wpot         Whtpl         Wptpl           xMP         Rclfc         Zclfc      Wpar_xpt         WWpar         WWtrg         Lcnnt         Lcnnx
 -1.20277E-01   3.67840E+15   1.90811E+00   1.23342E+01   1.79687E+05   9.70966E+03   1.69977E+05   1.28371E+01   9.69682E+03   9.50779E+03   2.01868E+02  -1.62061E+01   2.90433E+01  -2.46324E-01   3.80919E-01   1.35092E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.49870E+00   1.26010E+00
 -1.08955E-01   8.73531E+15   2.21318E+00   1.26096E+01   1.80037E+05   7.29856E+03   1.72739E+05   2.46553E+02   7.05201E+03   7.10337E+03   1.95193E+02   1.77047E+02   6.95062E+01  -2.32255E-01   3.72913E-01   1.34291E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.90226E+00   1.45037E+00
 -9.82877E-02   1.74044E+16   2.44448E+00   1.28296E+01   1.89108E+05   1.35356E+04   1.75572E+05   2.88093E+02   1.32475E+04   1.31661E+04   3.69530E+02   1.54672E+02   1.33421E+02  -2.18307E-01   3.65370E-01   1.33537E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.25855E+00   1.64834E+00
 -8.82943E-02   3.87188E+16   2.69773E+00   1.34410E+01   1.91093E+05   1.26290E+04   1.78464E+05   4.82005E+02   1.21470E+04   1.21097E+04   5.19367E+02   1.79133E+02   3.02873E+02  -2.04414E-01   3.58304E-01   1.32830E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.73473E+00   1.86484E+00
 -7.90045E-02   7.24750E+16   3.07868E+00   1.45718E+01   1.90247E+05   8.85674E+03   1.81390E+05  -5.79279E+02   9.43602E+03   8.12446E+03   7.32282E+02  -1.14338E+03   5.64105E+02  -1.90608E-01   3.51735E-01   1.32174E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.14712E+00   2.09631E+00
 -7.03233E-02   1.29196E+17   3.49602E+00   1.60597E+01   1.99202E+05   1.48612E+04   1.84341E+05   3.61625E+03   1.12450E+04   1.36112E+04   1.25003E+03   2.56664E+03   1.04961E+03  -1.77064E-01   3.45597E-01   1.31560E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.63717E+00   2.32519E+00
 -6.24150E-02   2.17456E+17   3.94089E+00   1.76653E+01   1.99716E+05   1.27509E+04   1.86965E+05   3.96089E+03   8.78997E+03   1.07492E+04   2.00167E+03   2.11589E+03   1.84500E+03  -1.63866E-01   3.40004E-01   1.31000E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.18765E+00   2.57477E+00
 -5.51922E-02   3.61610E+17   4.40976E+00   1.93421E+01   2.14340E+05   1.76590E+04   1.96681E+05   8.54966E+03   9.10930E+03   1.44148E+04   3.24417E+03   5.46785E+03   3.08181E+03  -1.50813E-01   3.35176E-01   1.30465E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.64881E+00   2.84015E+00
 -4.77486E-02   5.63868E+17   4.93320E+00   2.09948E+01   2.03787E+05   1.19181E+04   1.91869E+05   1.09269E+04   9.91139E+02   8.01702E+03   3.90105E+03   7.04355E+03   3.88339E+03  -1.38026E-01   3.33000E-01   1.29797E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.21650E+00   3.12103E+00
 -4.01964E-02   8.26255E+17   5.47174E+00   2.26229E+01   2.10901E+05   1.78698E+04   1.93031E+05   1.24233E+04   5.44651E+03   1.20049E+04   5.86495E+03   6.65545E+03   5.76788E+03  -1.25745E-01   3.33000E-01   1.29042E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.83366E+00   3.40039E+00
