# Target loading - outer_top : b2mn     B2.5 bjb99/7 SOLPS-ITER  2023-11-10  05:39 cydza170
# x	 : coordinate along target [m]. <0 in PFR
# ne	 : electron density [1/m^3]
# Te	 : electron temperature [eV]
# Ti	 : ion temperature [eV]
# Wtot	 : total power flux [W/m^2]
# Wpart	 : power flux with particles [W/m^2]
# Wrad	 : power flux with radiation [W/m^2]
# Wpls	 : power flux with charged particles [W/m^2]
# Wneut	 : power flux with neutral particles [W/m^2]
# Wheat	 : power flux due to particles impinging on wall [W/m^2]
# Wpot	 : power flux due to recombination [W/m^2]
# Whtpl	 : power flux due to plasma particles impinging on wall [W/m^2]
# Wptpl	 : power flux due to plasma recombination [W/m^2]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
# Rclfc	 : radial coordinate on target [m]
# Zclfc	 : vertical coordinate on target [m]
# Wpar_xpt	 : parallel power flux around x-point [W/m^2]
# WWpar	 : would-be parallel power flux without dissipation in divertor [W/m^2]
# WWtrg	 : would-be target power flux without dissipation in divertor [W/m^2]
# Lcnnt	 : connection length from midplane to target [m]
# Lcnnx	 : connection length from x-point to target [m]
#           x            ne            Te            Ti          Wtot         Wpart          Wrad          Wpls         Wneut         Wheat          Wpot         Whtpl         Wptpl           xMP         Rclfc         Zclfc      Wpar_xpt         WWpar         WWtrg         Lcnnt         Lcnnx
 -3.94516E-01   1.56540E+16   2.65283E+00   2.52354E+01   1.49505E+05   1.14001E+04   1.38105E+05   2.90909E+02   1.11092E+04   8.94468E+03   2.45538E+03   2.40690E+02   5.02193E+01  -2.46324E-01   1.11508E+00   2.06000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.28774E+01   6.49409E+00
 -3.52407E-01   3.17102E+16   3.06068E+00   2.66887E+01   1.54717E+05   9.25825E+03   1.45459E+05   3.41780E+02   8.91647E+03   7.23612E+03   2.02213E+03   2.50086E+02   9.16938E+01  -2.32255E-01   1.15719E+00   2.06000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.41490E+01   7.07079E+00
 -3.07873E-01   6.68234E+16   3.39869E+00   2.56336E+01   1.67325E+05   1.11638E+04   1.56161E+05   5.71169E+02   1.05926E+04   8.70706E+03   2.45675E+03   4.07749E+02   1.63420E+02  -2.18307E-01   1.20172E+00   2.06000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.53332E+01   7.75633E+00
 -2.60274E-01   1.26605E+17   3.67364E+00   2.42951E+01   1.83651E+05   1.16115E+04   1.72040E+05   9.92677E+02   1.06188E+04   9.05667E+03   2.55484E+03   7.36837E+02   2.55840E+02  -2.04414E-01   1.24932E+00   2.06000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.71699E+01   8.57336E+00
 -2.08651E-01   2.37611E+17   3.89190E+00   2.27833E+01   2.07594E+05   1.16398E+04   1.95954E+05   1.40963E+03   1.02302E+04   9.03804E+03   2.60179E+03   1.02271E+03   3.86926E+02  -1.90608E-01   1.30094E+00   2.06000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.88744E+01   9.54077E+00
 -1.64439E-01   4.06664E+17   4.13770E+00   2.14962E+01   2.00081E+05   1.47351E+04   1.85346E+05   3.01440E+03   1.17207E+04   1.12708E+04   3.46430E+03   2.08766E+03   9.26747E+02  -1.77064E-01   1.34430E+00   2.05465E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.03769E+01   1.02175E+01
 -1.36018E-01   7.34913E+17   4.47123E+00   2.02376E+01   1.30511E+05   1.62448E+04   1.14267E+05   5.41584E+03   1.08290E+04   1.16364E+04   4.60836E+03   3.15197E+03   2.26387E+03  -1.63866E-01   1.36860E+00   2.04140E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.14264E+01   1.06344E+01
 -1.14847E-01   1.27426E+18   4.82332E+00   1.89123E+01   1.43673E+05   1.53112E+04   1.28362E+05   8.32649E+03   6.98473E+03   9.97071E+03   5.34051E+03   4.49819E+03   3.82830E+03  -1.50813E-01   1.38357E+00   2.02643E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.15316E+01   1.08258E+01
 -9.59603E-02   2.19102E+18   5.09156E+00   1.73509E+01   1.77323E+05   3.13376E+04   1.45986E+05   1.59126E+04   1.54250E+04   2.16310E+04   9.70664E+03   9.54548E+03   6.36708E+03  -1.38026E-01   1.39693E+00   2.01307E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.21462E+01   1.11186E+01
 -7.92228E-02   3.55410E+18   5.26823E+00   1.58167E+01   2.08409E+05   4.01395E+04   1.68270E+05   2.15054E+04   1.86341E+04   2.61408E+04   1.39987E+04   1.15410E+04   9.96441E+03  -1.25745E-01   1.40876E+00   2.00124E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.28157E+01   1.13529E+01
 -6.45603E-02   5.79982E+18   5.34869E+00   1.44415E+01   2.49245E+05   5.27867E+04   1.96458E+05   3.69846E+04   1.58020E+04   3.36744E+04   1.91122E+04   2.12936E+04   1.56911E+04  -1.13761E-01   1.41913E+00   1.99087E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.31554E+01   1.16893E+01
 -5.18022E-02   9.33333E+18   5.32548E+00   1.29366E+01   3.15880E+05   8.33540E+04   2.32526E+05   6.09472E+04   2.24068E+04   5.43969E+04   2.89571E+04   3.68412E+04   2.41060E+04  -1.02011E-01   1.42815E+00   1.98185E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.39021E+01   1.19000E+01
 -4.08269E-02   1.51514E+19   5.05279E+00   1.11419E+01   3.72975E+05   9.40268E+04   2.78949E+05   6.67916E+04   2.72352E+04   5.14613E+04   4.25655E+04   3.01226E+04   3.66691E+04  -9.07468E-02   1.43591E+00   1.97409E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.46254E+01   1.23548E+01
 -3.15164E-02   2.43911E+19   4.67245E+00   9.41582E+00   4.80430E+05   1.42502E+05   3.37928E+05   1.12247E+05   3.02550E+04   8.11555E+04   6.13466E+04   5.74508E+04   5.47963E+04  -7.98199E-02   1.44249E+00   1.96751E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.51183E+01   1.26862E+01
 -2.36506E-02   3.92429E+19   4.07857E+00   7.35141E+00   6.04908E+05   1.92931E+05   4.11977E+05   1.47025E+05   4.59064E+04   1.02197E+05   9.07347E+04   6.62289E+04   8.07959E+04  -6.91419E-02   1.44806E+00   1.96194E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.59851E+01   1.29921E+01
 -1.71360E-02   6.12331E+19   3.33010E+00   5.41493E+00   7.36685E+05   2.39485E+05   4.97200E+05   1.84217E+05   5.52689E+04   1.16501E+05   1.22985E+05   7.31975E+04   1.11019E+05  -5.89341E-02   1.45266E+00   1.95734E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.72320E+01   1.36315E+01
 -1.18297E-02   9.40302E+19   2.70951E+00   4.33303E+00   8.77957E+05   2.92216E+05   5.85741E+05   2.32913E+05   5.93028E+04   1.30492E+05   1.61723E+05   8.40287E+04   1.48884E+05  -4.88733E-02   1.45642E+00   1.95358E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.83728E+01   1.40813E+01
 -7.51629E-03   1.40533E+20   1.91566E+00   2.79602E+00   9.91449E+05   3.27138E+05   6.64311E+05   2.64350E+05   6.27875E+04   1.19948E+05   2.07189E+05   7.07544E+04   1.93596E+05  -3.89380E-02   1.45947E+00   1.95053E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.94980E+01   1.47103E+01
 -4.03873E-03   1.91397E+20   1.53311E+00   2.11438E+00   1.08801E+06   3.69620E+05   7.18391E+05   3.01713E+05   6.79068E+04   1.22120E+05   2.47500E+05   6.89151E+04   2.32798E+05  -2.82277E-02   1.46192E+00   1.94808E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.05268E+01   1.54308E+01
 -1.24608E-03   2.38434E+20   1.28244E+00   1.62885E+00   1.14962E+06   3.98649E+05   7.50966E+05   3.25128E+05   7.35212E+04   1.20107E+05   2.78543E+05   6.25030E+04   2.62625E+05  -1.11901E-02   1.46390E+00   1.94610E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.51970E+01   1.77385E+01
  1.10821E-03   2.53522E+20   1.21931E+00   1.50467E+00   1.19175E+06   4.21662E+05   7.70090E+05   3.36736E+05   8.49256E+04   1.28497E+05   2.93165E+05   6.19576E+04   2.74779E+05   6.82128E-04   1.46556E+00   1.94444E+00   2.51431E+08   1.05402E+08   4.19078E+06  -5.15353E-02   1.78443E+01
  4.88086E-03   2.65437E+20   1.20376E+00   1.46174E+00   1.23718E+06   4.36067E+05   8.01115E+05   3.44816E+05   9.12510E+04   1.31989E+05   3.04079E+05   6.04939E+04   2.84322E+05   2.38033E-03   1.46823E+00   1.94177E+00   2.74201E+08   1.17010E+08   4.71145E+06  -5.03284E-02   1.50851E+01
  1.16800E-02   2.85507E+20   1.47817E+00   1.58881E+00   1.28941E+06   4.79165E+05   8.10250E+05   3.76223E+05   1.02942E+05   1.67350E+05   3.11815E+05   8.66951E+04   2.89528E+05   4.71856E-03   1.47304E+00   1.93696E+00   2.55453E+08   1.10988E+08   4.47164E+06  -5.08516E-02   1.40421E+01
  2.13720E-02   3.01508E+20   1.19708E+00   1.34706E+00   1.31164E+06   4.83808E+05   8.27836E+05   3.67793E+05   1.16015E+05   1.55448E+05   3.28359E+05   6.45510E+04   3.03242E+05   7.65601E-03   1.47989E+00   1.93011E+00   2.26802E+08   1.00295E+08   4.00756E+06  -5.12499E-02   1.33511E+01
  3.37266E-02   3.34249E+20   1.12702E+00   1.17699E+00   1.19902E+06   5.15216E+05   6.83805E+05   3.84721E+05   1.30495E+05   1.75922E+05   3.39293E+05   7.36798E+04   3.11041E+05   1.11322E-02   1.48863E+00   1.92137E+00   1.92750E+08   8.65967E+07   3.50522E+06  -5.20612E-02   1.27631E+01
  4.85380E-02   2.91960E+20   1.10056E+00   1.14045E+00   1.04814E+06   4.39197E+05   6.08942E+05   3.14063E+05   1.25134E+05   1.32128E+05   3.07069E+05   3.40854E+04   2.79978E+05   1.51146E-02   1.49910E+00   1.91090E+00   1.56222E+08   7.11689E+07   2.86828E+06  -5.26196E-02   1.24439E+01
  6.56054E-02   2.67991E+20   8.29302E-01   8.20311E-01   8.72806E+05   3.86752E+05   4.86053E+05   2.77706E+05   1.09046E+05   1.04243E+05   2.82509E+05   1.88055E+04   2.58901E+05   1.95498E-02   1.51117E+00   1.89883E+00   1.22966E+08   5.66883E+07   2.29645E+06  -5.24323E-02   1.22017E+01
  8.45967E-02   1.86615E+20   9.45512E-01   1.04367E+00   6.21558E+05   2.79762E+05   3.41796E+05   1.97020E+05   8.27420E+04   7.95006E+04   2.00262E+05   1.46725E+04   1.82348E+05   2.44440E-02   1.52460E+00   1.88540E+00   9.43035E+07   4.39119E+07   1.79675E+06  -5.24367E-02   1.20475E+01
  1.05224E-01   1.43850E+20   8.53251E-01   9.16280E-01   4.77368E+05   2.10868E+05   2.66499E+05   1.47979E+05   6.28897E+04   5.53832E+04   1.55485E+05   6.10922E+03   1.41869E+05   2.97954E-02   1.53919E+00   1.87081E+00   7.06743E+07   3.31908E+07   1.37380E+06  -5.38199E-02   1.19655E+01
  1.27164E-01   1.03968E+20   1.06668E+00   1.07805E+00   3.44538E+05   1.61863E+05   1.82675E+05   1.12727E+05   4.91358E+04   5.09313E+04   1.10932E+05   1.24335E+04   1.00294E+05   3.54938E-02   1.55470E+00   1.85530E+00   5.12656E+07   2.42458E+07   1.02909E+06  -5.44034E-02   1.18331E+01
  1.50020E-01   8.23603E+19   9.17420E-01   9.30843E-01   2.84351E+05   1.24458E+05   1.59893E+05   8.81070E+04   3.63514E+04   3.67404E+04   8.77181E+04   8.25911E+03   7.98479E+04   4.15440E-02   1.57086E+00   1.83914E+00   3.63486E+07   1.72920E+07   7.54307E+05  -5.50835E-02   1.18183E+01
  1.73387E-01   6.17094E+19   9.19730E-01   8.94349E-01   2.11028E+05   9.48307E+04   1.16197E+05   6.48872E+04   2.99435E+04   2.83157E+04   6.65150E+04   4.85503E+03   6.00322E+04   4.79323E-02   1.58738E+00   1.82262E+00   2.48364E+07   1.18730E+07   5.35546E+05  -5.53842E-02   1.18262E+01
  1.96895E-01   5.23211E+19   9.75825E-01   9.80622E-01   1.84468E+05   8.45231E+04   9.99450E+04   6.18485E+04   2.26747E+04   2.64092E+04   5.81140E+04   8.64362E+03   5.32049E+04   5.45514E-02   1.60401E+00   1.80599E+00   1.62589E+07   7.80403E+06   3.66277E+05  -5.61240E-02   1.18867E+01
  2.20239E-01   3.85907E+19   1.02171E+00   1.02315E+00   1.54721E+05   6.80819E+04   8.66393E+04   4.55275E+04   2.25543E+04   2.23573E+04   4.57245E+04   4.68606E+03   4.08415E+04   6.13739E-02   1.62051E+00   1.78949E+00   1.03283E+07   4.97450E+06   2.44555E+05  -5.82541E-02   1.19680E+01
  2.43159E-01   2.97637E+19   1.07003E+00   1.06014E+00   1.32820E+05   5.44652E+04   7.83550E+04   3.88013E+04   1.56639E+04   1.75341E+04   3.69311E+04   5.26147E+03   3.35398E+04   6.83626E-02   1.63672E+00   1.77328E+00   6.42325E+06   3.10269E+06   1.59607E+05  -5.74674E-02   1.21662E+01
  2.65461E-01   2.06709E+19   1.02585E+00   1.05566E+00   1.10917E+05   3.89238E+04   7.19931E+04   2.73645E+04   1.15593E+04   1.11156E+04   2.78082E+04   2.05890E+03   2.53056E+04   7.54163E-02   1.65249E+00   1.75751E+00   4.05971E+06   1.96594E+06   1.05899E+05  -5.81645E-02   1.24961E+01
  2.87029E-01   1.38368E+19   1.11920E+00   1.22334E+00   1.00135E+05   3.51085E+04   6.50263E+04   2.10601E+04   1.40484E+04   1.36562E+04   2.14523E+04   2.64935E+03   1.84108E+04   8.24686E-02   1.66774E+00   1.74226E+00   2.52144E+06   1.22372E+06   6.93430E+04  -5.98962E-02   1.28401E+01
  3.07774E-01   8.05170E+18   1.20350E+00   1.43918E+00   8.17741E+04   2.22678E+04   5.95063E+04   1.36003E+04   8.66753E+03   8.63892E+03   1.36289E+04   1.84793E+03   1.17523E+04   8.94065E-02   1.68241E+00   1.72759E+00   1.42023E+06   6.90584E+05   4.08841E+04  -6.00433E-02   1.34833E+01
